book,chapter,title,totalChars,dialogueChars,dialogueRatio,sentenceCount,avgSentenceLen,bannedHits
另嫁落魄权臣，他清冷人设崩了,48,道出实情,2197,544,24.8,119,18.5,1
另嫁落魄权臣，他清冷人设崩了,49,毫无感情的夸赞,2032,310,15.3,115,17.7,0
另嫁落魄权臣，他清冷人设崩了,50,你的主子,2019,270,13.4,95,21.3,0
另嫁落魄权臣，他清冷人设崩了,51,他好像是在吃你的醋？,2029,784,38.6,115,17.6,1
另嫁落魄权臣，他清冷人设崩了,52,你自己进去吧,2005,409,20.4,114,17.6,1
另嫁落魄权臣，他清冷人设崩了,53,可有碰过你？,2153,411,19.1,128,16.8,2
另嫁落魄权臣，他清冷人设崩了,54,他看看起来有点严重,2012,500,24.9,127,15.8,2
另嫁落魄权臣，他清冷人设崩了,55,非你所愿，亦非我所求,1981,430,21.7,102,19.4,3
另嫁落魄权臣，他清冷人设崩了,56,自作多情,2042,507,24.8,114,17.9,3
另嫁落魄权臣，他清冷人设崩了,57,惊弓之鸟,2122,352,16.6,112,18.9,4
另嫁落魄权臣，他清冷人设崩了,58,嫉妒,2001,369,18.4,125,16.0,4
另嫁落魄权臣，他清冷人设崩了,59,你若是想死，我现在可以帮你,2037,603,29.6,120,17.0,2
另嫁落魄权臣，他清冷人设崩了,60,难不成，你嫌弃她？,2028,715,35.3,120,16.9,4
另嫁落魄权臣，他清冷人设崩了,61,微妙的情绪,2019,340,16.8,99,20.4,3
另嫁落魄权臣，他清冷人设崩了,62,你是故意的？,2066,457,22.1,117,17.7,3
另嫁落魄权臣，他清冷人设崩了,63,骗子！,1997,361,18.1,122,16.4,6
另嫁落魄权臣，他清冷人设崩了,64,我会给你一个交代,2042,447,21.9,118,17.3,2
另嫁落魄权臣，他清冷人设崩了,65,孤很可怕？,2017,316,15.7,108,18.7,8
另嫁落魄权臣，他清冷人设崩了,66,这会儿又关心她,2060,495,24.0,136,15.1,5
另嫁落魄权臣，他清冷人设崩了,67,主动遵循自己的内心,2080,473,22.7,111,18.7,1
另嫁落魄权臣，他清冷人设崩了,68,巴掌,2042,866,42.4,121,16.9,3
另嫁落魄权臣，他清冷人设崩了,69,不敢回头,2007,176,8.8,89,22.6,1
另嫁落魄权臣，他清冷人设崩了,70,想通了？,1983,313,15.8,106,18.7,3
另嫁落魄权臣，他清冷人设崩了,71,温寻教你的？,2074,642,31.0,105,19.8,3
另嫁落魄权臣，他清冷人设崩了,72,她的过往,2015,532,26.4,96,21.0,4
另嫁落魄权臣，他清冷人设崩了,73,微妙的气氛,2043,489,23.9,101,20.2,10
另嫁落魄权臣，他清冷人设崩了,74,你是说，她拿孤的银子，去给另外一个男人抓药？,2385,542,22.7,121,19.7,3
另嫁落魄权臣，他清冷人设崩了,75,真是好得很！,2580,515,20.0,133,19.4,14
另嫁落魄权臣，他清冷人设崩了,76,这么大个人了，难不成还要娘教你？,2491,594,23.8,138,18.1,6
另嫁落魄权臣，他清冷人设崩了,77,是这样主动吗？,1573,99,6.3,79,19.9,4
另嫁落魄权臣，他清冷人设崩了,78,这样才对,1993,417,20.9,110,18.1,10
另嫁落魄权臣，他清冷人设崩了,79,还听不出来么？,2067,450,21.8,120,17.2,4
另嫁落魄权臣，他清冷人设崩了,80,那就让他去死,2006,553,27.6,113,17.8,7
另嫁落魄权臣，他清冷人设崩了,81,出城,2472,599,24.2,130,19.0,1
另嫁落魄权臣，他清冷人设崩了,82,都是因为她,2026,415,20.5,111,18.3,0
另嫁落魄权臣，他清冷人设崩了,83,地牢,2033,348,17.1,106,19.2,5
另嫁落魄权臣，他清冷人设崩了,84,滚！,2214,380,17.2,106,20.9,10
另嫁落魄权臣，他清冷人设崩了,85,不知廉耻的女人,2047,469,22.9,114,18.0,1
另嫁落魄权臣，他清冷人设崩了,86,萧忱良心发现了？,2057,594,28.9,109,18.9,1
另嫁落魄权臣，他清冷人设崩了,87,面具男子,3065,342,11.2,129,23.8,0
另嫁落魄权臣，他清冷人设崩了,88,他太凶了,2020,188,9.3,107,18.9,2
另嫁落魄权臣，他清冷人设崩了,89,偷鸡贼？,2041,508,24.9,105,19.4,3
另嫁落魄权臣，他清冷人设崩了,90,被某人耍了,1965,590,30.0,116,16.9,4
另嫁落魄权臣，他清冷人设崩了,91,这不是好人是什么,2197,378,17.2,122,18.0,1
另嫁落魄权臣，他清冷人设崩了,92,脸上这张面具，再也有没有取下来的勇气,2642,677,25.6,142,18.6,4
另嫁落魄权臣，他清冷人设崩了,93,面具摘下来,2053,253,12.3,104,19.7,3
另嫁落魄权臣，他清冷人设崩了,94,无耻！,2337,357,15.3,117,20.0,5
另嫁落魄权臣，他清冷人设崩了,95,你很像我认识的一个人,2030,781,38.5,131,15.5,5
另嫁落魄权臣，他清冷人设崩了,96,做贼心虚了,2297,443,19.3,140,16.4,1
另嫁落魄权臣，他清冷人设崩了,97,看够了没有？,2057,736,35.8,119,17.3,6
另嫁落魄权臣，他清冷人设崩了,98,滚去对面！,2130,301,14.1,105,20.3,3
另嫁落魄权臣，他清冷人设崩了,99,他看起来好像有点不高兴,2078,299,14.4,120,17.3,8
另嫁落魄权臣，他清冷人设崩了,100,当真就没有半点私心？,2191,422,19.3,101,21.7,5
另嫁落魄权臣，他清冷人设崩了,101,温大公子娇贵，让给他了,2007,529,26.4,104,19.3,1
另嫁落魄权臣，他清冷人设崩了,102,等死,2223,761,34.2,131,17.0,3
另嫁落魄权臣，他清冷人设崩了,103,领教一下,2078,283,13.6,87,23.9,2
另嫁落魄权臣，他清冷人设崩了,104,谁又惹他了？,1973,566,28.7,116,17.0,2
另嫁落魄权臣，他清冷人设崩了,105,有些耐人寻味了,2049,458,22.4,115,17.8,2
另嫁落魄权臣，他清冷人设崩了,106,女人哭了很难哄,2155,402,18.7,113,19.1,3
另嫁落魄权臣，他清冷人设崩了,107,他究竟是什么人？,2058,611,29.7,104,19.8,1
另嫁落魄权臣，他清冷人设崩了,108,你就算死，也该死在我手里,2025,360,17.8,100,20.2,5
另嫁落魄权臣，他清冷人设崩了,109,着实幼稚,2014,419,20.8,111,18.1,2
另嫁落魄权臣，他清冷人设崩了,110,找到家了,2048,338,16.5,110,18.6,0
另嫁落魄权臣，他清冷人设崩了,111,这真的合适吗？,2010,353,17.6,98,20.5,1
另嫁落魄权臣，他清冷人设崩了,113,上一边玩去,2018,579,28.7,109,18.5,0
另嫁落魄权臣，他清冷人设崩了,114,你让我，从这里爬过去？,2202,726,33.0,140,15.7,2
另嫁落魄权臣，他清冷人设崩了,115,你是在说我贪生怕死？,2030,621,30.6,109,18.6,5
另嫁落魄权臣，他清冷人设崩了,116,富贵兄，是个值得可靠的人,2036,615,30.2,132,15.4,5
另嫁落魄权臣，他清冷人设崩了,117,擦擦脸,2017,491,24.3,121,16.7,3
另嫁落魄权臣，他清冷人设崩了,118,人和人之间，是不一样的。,2195,563,25.6,111,19.8,3
另嫁落魄权臣，他清冷人设崩了,119,有个法子，兴许能一试,2059,459,22.3,107,19.2,0
另嫁落魄权臣，他清冷人设崩了,120,上山,2033,484,23.8,117,17.4,6
另嫁落魄权臣，他清冷人设崩了,121,那你呢？你怎么办？,2231,327,14.7,114,19.6,3
另嫁落魄权臣，他清冷人设崩了,122,不给我一个解释么？,1991,139,7.0,89,22.4,10
另嫁落魄权臣，他清冷人设崩了,123,自欺欺人,2008,297,14.8,101,19.9,1
另嫁落魄权臣，他清冷人设崩了,124,齐齐坠落,2204,167,7.6,117,18.8,1
另嫁落魄权臣，他清冷人设崩了,125,被打掉的不止是面巾,2037,22,1.1,75,27.2,2
另嫁落魄权臣，他清冷人设崩了,126,没力气,2032,77,3.8,97,20.9,7
另嫁落魄权臣，他清冷人设崩了,127,就当是扯平了,1977,117,5.9,93,21.3,3
另嫁落魄权臣，他清冷人设崩了,128,沈禾看了他两眼，收回目光，将地上的杂物扫出山洞。,2010,609,30.3,117,17.2,0
另嫁落魄权臣，他清冷人设崩了,129,太子信物,2057,482,23.4,103,20.0,2
另嫁落魄权臣，他清冷人设崩了,130,不准喊殿下！,2069,194,9.4,101,20.5,1
另嫁落魄权臣，他清冷人设崩了,131,罢了,1921,166,8.6,90,21.3,4
另嫁落魄权臣，他清冷人设崩了,132,羡慕一个不存在的人,2081,459,22.1,100,20.8,5
另嫁落魄权臣，他清冷人设崩了,133,没听到就是最好的答案,2256,228,10.1,110,20.5,6
另嫁落魄权臣，他清冷人设崩了,134,知道他们看守的是什么,2004,703,35.1,106,18.9,6
另嫁落魄权臣，他清冷人设崩了,135,他总是这么体贴周全,2034,452,22.2,105,19.4,3
另嫁落魄权臣，他清冷人设崩了,136,他们这次是有备而来,2028,193,9.5,97,20.9,0
另嫁落魄权臣，他清冷人设崩了,137,有点脑子，但不多,2035,219,10.8,93,21.9,1
另嫁落魄权臣，他清冷人设崩了,138,你就没有什么话想说？,2032,281,13.8,93,21.8,3
另嫁落魄权臣，他清冷人设崩了,139,他救过你的命吗？,2176,708,32.5,115,18.9,1
另嫁落魄权臣，他清冷人设崩了,140,就是冲你来的,1999,658,32.9,125,16.0,0
另嫁落魄权臣，他清冷人设崩了,141,慕行一脚将谢洮踹倒在地上，对着他腹部以下便要斩下。,2016,339,16.8,115,17.5,1
另嫁落魄权臣，他清冷人设崩了,142,安顿好萧戈之后，温寻回了一趟客栈，却没有发现沈禾的踪迹。,2018,732,36.3,110,18.3,2
另嫁落魄权臣，他清冷人设崩了,123,慕行闭上眼，深深地吸了一口气，强忍住打死这老头的冲动。,2104,452,21.5,102,20.6,6
另嫁落魄权臣，他清冷人设崩了,139,沈禾与慕行走出院子，朝着村口的方向缓步前行。,2025,392,19.4,92,22.0,0
另嫁落魄权臣，他清冷人设崩了,140,谢洮扬了扬下巴，看向温寻，“这不是么？”,1977,454,23.0,102,19.4,4
另嫁落魄权臣，他清冷人设崩了,141,京城似乎要比永州冷的多。,1970,658,33.4,113,17.4,2
另嫁落魄权臣，他清冷人设崩了,142,这院子不大，房间有限。,1964,145,7.4,91,21.6,14
另嫁落魄权臣，他清冷人设崩了,143,皇宫她自然是进不去的，只能站在宫门外，混在众多百姓中间。,2062,263,12.8,95,21.7,4
另嫁落魄权臣，他清冷人设崩了,149,云鸿这番架势，也让谢霖察觉到异样，身为禁军统领，他立刻便要上前。,2041,316,15.5,110,18.6,2
另嫁落魄权臣，他清冷人设崩了,150,圣旨传来第二日，温家其他人也都陆陆续续回来了。,2043,446,21.8,114,17.9,5
另嫁落魄权臣，他清冷人设崩了,151,沈禾从前习惯早起，近些日子她是起不来了，天气太冷，晚上又累。,2015,343,17.0,96,21.0,3
另嫁落魄权臣，他清冷人设崩了,152,这倒是提醒沈禾了。,2220,569,25.6,109,20.4,0
另嫁落魄权臣，他清冷人设崩了,153,慕行整个人愣在原地，脸上的表情都来不及变换，就那么呆呆地看着沈禾。,2041,428,21.0,99,20.6,2
另嫁落魄权臣，他清冷人设崩了,154,迎亲队伍里不少世家子弟，各个家世不俗，器宇轩昂，但此刻在他身边，却都显逊色。,2420,522,21.6,123,19.7,7
另嫁落魄权臣，他清冷人设崩了,155,慕行盯着他看了会儿，也听出了些许端倪来。,2000,279,14.0,96,20.8,7
另嫁落魄权臣，他清冷人设崩了,156,每当这个时候，沈禾都觉得，他和穿上衣裳的时候，是两个人。,1979,448,22.6,108,18.3,0
